Temparature,Humidity,Moisture,Nitrogen,Potassium,Phosphorous,Fertilizer Name,Crop Type,Soil Type
28.19,64.77,65.2,11,4,37,Paddy,Millets,Sandy
28.19,58.08,28.22,17,1,33,Millets,Millets,Sandy
28.19,51.2,44.38,24,0,16,Cotton,Cotton,Sandy
28.19,60.08,28.35,35,0,0,Millets,Tobacco,Sandy
28.2,65.07,29.22,3,12,33,Millets,Pulses,Sandy
28.2,67.68,36.91,8,20,19,Ground Nuts,Maize,Sandy
28.2,46.6,47.75,8,0,35,Ground Nuts,Pulses,Sandy
28.2,46.89,48.92,9,7,33,Cotton,Sugarcane,Sandy
28.2,47.14,48.34,37,0,0,Ground Nuts,Tobacco,Sandy
28.20132803,59.52271245,25.69463149,41,0,1,Oil seeds,Cotton,Sandy
28.21,59.97,54.67,6,2,5,Oil seeds,Tobacco,Sandy
28.21,47.64,32.29,14,13,12,Maize,Oil seeds,Sandy
28.21,62.05,41.51,20,4,13,Barley,Cotton,Sandy
28.21,50.33,47.6,22,3,26,Oil seeds,Cotton,Sandy
28.21,57.07,40.54,38,1,4,Ground Nuts,Paddy,Sandy
28.21,60.33,34.58,42,2,0,Maize,Ground Nuts,Sandy
28.21,59.37,42.81,46,4,4,Ground Nuts,Paddy,Sandy
28.22,63.09,31.79,41,1,4,Barley,Oil seeds,Sandy
28.23,66.99,61.65,8,0,34,Millets,Maize,Sandy
28.23,46.91,30.9,14,17,9,Cotton,Ground Nuts,Sandy
28.23,63.31,41.67,17,0,15,Oil seeds,Cotton,Sandy
28.23,59.71,40.91,19,2,18,Oil seeds,Oil seeds,Sandy
28.23,54.78,46.69,36,0,0,Cotton,Pulses,Sandy
28.23,56.74,28.06,37,2,0,Maize,Sugarcane,Sandy
28.24,40.02,40.05,1,17,15,Maize,Pulses,Sandy
28.24,54.65,34.37,9,2,10,Cotton,Tobacco,Sandy
28.24,54.62,35.02,10,0,12,Oil seeds,Wheat,Sandy
28.24,51.23,42.62,19,0,38,Oil seeds,Cotton,Sandy
28.24,48.4,33.28,31,4,0,Ground Nuts,Tobacco,Sandy
28.25,54.87,56.78,5,6,24,Maize,Ground Nuts,Sandy
28.25,55.18,45.6,6,0,14,Barley,Ground Nuts,Sandy
28.25,53.46,37.81,12,0,36,Cotton,Oil seeds,Sandy
28.25,54.74,70,15,8,12,Ground Nuts,Maize,Sandy
28.25,51.77,37.97,25,0,26,Barley,Sugarcane,Sandy
28.26,52.27,34.48,8,18,11,Cotton,Sugarcane,Sandy
28.26,60.74,38.67,11,0,34,Cotton,Ground Nuts,Sandy
28.26,50.41,34.56,12,9,23,Ground Nuts,Barley,Sandy
28.26,55.11,46.68,15,3,12,Cotton,Paddy,Sandy
28.26,59.17,33.07,35,0,0,Millets,Pulses,Sandy
28.26004404,65.94483239,25.86268115,12,18,16,Cotton,Barley,Sandy
28.27,69.62,65.41,3,10,32,Cotton,Cotton,Sandy
28.27,61.15,25.82,6,6,34,Ground Nuts,Oil seeds,Sandy
28.27,53.31,44.56,10,0,11,Maize,Maize,Sandy
28.27,66.94,52.35,10,8,29,Barley,Oil seeds,Sandy
28.27,59.38,45,13,3,41,Barley,Ground Nuts,Sandy
28.27,64.54,36.26,26,1,20,Paddy,Paddy,Sandy
28.27,45.54,63.35,34,0,4,Barley,Millets,Sandy
28.27,52.88,43.3,40,0,0,Barley,Wheat,Sandy
28.27,52.88,43.3,40,0,0,Barley,Wheat,Sandy
28.27,52.88,43.3,40,0,0,Barley,Wheat,Sandy
28.27,52.86,22.36,41,0,2,Barley,Ground Nuts,Sandy
28.28,67.72,55.83,12,4,9,Oil seeds,Tobacco,Sandy
28.28,43.5,176.71,13,160,8,Millets,Maize,Sandy
28.28,46.26,50.83,14,0,12,Paddy,Paddy,Sandy
28.28,64.37,33.6,28,0,22,Maize,Wheat,Sandy
28.28666204,45.57111026,42.32789587,9,15,20,Maize,Oil seeds,Sandy
28.29,46.16,41.47,3,12,16,Maize,Millets,Sandy
28.29,57,48.81,13,0,8,Paddy,Oil seeds,Sandy
28.29,57.33,52.55,26,0,22,Millets,Cotton,Sandy
28.29,60.24,33.44,33,0,2,Oil seeds,Pulses,Sandy
28.3,52.68,34.22,8,5,24,Oil seeds,Ground Nuts,Sandy
28.3,60.42,55.44,11,13,17,Paddy,Paddy,Sandy
28.3,50.98,67.77,14,0,18,Oil seeds,Wheat,Sandy
28.3,62.72,42.06,40,0,0,Maize,Wheat,Sandy
28.3,44.16,244.71,45,228,0,Ground Nuts,Millets,Sandy
28.3,44.16,244.71,45,228,0,Ground Nuts,Millets,Sandy
28.31,43.74,206.71,8,190,35,Maize,Ground Nuts,Sandy
28.31,66.5,29.81,18,0,27,Maize,Millets,Sandy
28.31,57.46,30.33,37,0,4,Cotton,Millets,Sandy
28.32,57.91,50.54,7,0,36,Maize,Maize,Sandy
28.32,51.25,38.83,10,0,17,Oil seeds,Oil seeds,Sandy
28.32,59.01,41.83,15,0,41,Cotton,Ground Nuts,Sandy
28.32,55.53,39.8,16,3,13,Cotton,Barley,Sandy
28.32,58.66,47.07,16,1,38,Maize,Tobacco,Sandy
28.32,59.85,58.07,35,0,0,Oil seeds,Pulses,Sandy
28.32,57.04,36.82,36,2,0,Oil seeds,Pulses,Sandy
28.33,61.2,58.57,11,4,18,Maize,Wheat,Sandy
28.33,50.65,46.64,22,0,20,Millets,Paddy,Sandy
28.33,55.61,32.04,39,3,0,Cotton,Cotton,Sandy
28.33,43.93,219.71,40,203,1,Barley,Tobacco,Sandy
28.35,64.21,60.8,5,6,30,Maize,Tobacco,Sandy
28.35,55.27,47.18,7,0,11,Maize,Barley,Sandy
28.35,53.72,56.15,9,11,10,Oil seeds,Ground Nuts,Sandy
28.35,41.51,61.71,16,45,17,Oil seeds,Barley,Sandy
28.35,48.46,32.32,22,0,26,Millets,Millets,Sandy
28.35,60.55,52.54,26,0,18,Oil seeds,Barley,Sandy
28.35,58.1,36.8,34,4,0,Millets,Ground Nuts,Sandy
28.35,59.56,34.46,45,3,0,Barley,Pulses,Sandy
28.35,59.56,34.46,45,3,0,Barley,Pulses,Sandy
28.36,50.91,33.57,8,8,31,Paddy,Paddy,Sandy
28.36,53.52,39.93,22,0,20,Millets,Barley,Sandy
28.36,52.45,31.86,24,0,15,Cotton,Pulses,Sandy
28.36359675,48.73175969,33.38191311,31,3,0,Ground Nuts,Tobacco,Sandy
28.37,51.61,45.94,4,7,30,Maize,Paddy,Sandy
28.37,59.8,35.35,23,2,16,Ground Nuts,Oil seeds,Sandy
28.37,59.8,35.35,23,2,16,Ground Nuts,Oil seeds,Sandy
28.37,59.8,35.35,23,2,16,Ground Nuts,Oil seeds,Sandy
28.37,47.22,31.59,38,0,1,Barley,Ground Nuts,Sandy
28.38,52.69,45.92,9,5,30,Oil seeds,Ground Nuts,Sandy
28.38,52.02,43.83,13,0,38,Barley,Wheat,Sandy
28.38,52.02,43.83,13,0,38,Barley,Wheat,Sandy
28.38,52.02,43.83,13,0,38,Barley,Wheat,Sandy
28.38,62.44,55.9,13,0,39,Maize,Wheat,Sandy
28.38,63.35,70,13,14,17,Paddy,Maize,Sandy
28.38,47.58,34.86,20,0,20,Millets,Paddy,Sandy
28.38,47.58,34.86,20,0,20,Millets,Paddy,Sandy
28.38,47.58,34.86,20,0,20,Millets,Paddy,Sandy
28.38,51.28,61.42,37,2,3,Maize,Sugarcane,Sandy
28.38,67.05,48.86,40,4,3,Barley,Maize,Sandy
28.39,51.88,59.74,6,5,33,Oil seeds,Oil seeds,Sandy
28.39,51.27,70,10,1,32,Ground Nuts,Ground Nuts,Sandy
28.4,57.3,49.24,8,17,10,Oil seeds,Sugarcane,Sandy
28.4,58.17,39.15,33,0,0,Barley,Paddy,Sandy
28.41,58.76,58.06,10,12,11,Cotton,Oil seeds,Sandy
28.41,61.99,31.54,11,0,13,Ground Nuts,Maize,Sandy
28.41,61.6,40.29,12,10,26,Barley,Oil seeds,Sandy
28.41,58.44,37.48,18,0,42,Maize,Oil seeds,Sandy
28.42,49.48,38.23,9,11,25,Cotton,Oil seeds,Sandy
28.42,51.12,27.41,11,0,6,Ground Nuts,Cotton,Sandy
28.42,50.81,31.81,19,9,11,Ground Nuts,Millets,Sandy
28.42,68.97,38.11,35,1,1,Maize,Barley,Sandy
28.43,63.69,37.41,1,21,19,Ground Nuts,Millets,Sandy
28.43,58.72,43.9,13,16,11,Maize,Sugarcane,Sandy
28.43,58.72,43.9,13,16,11,Maize,Sugarcane,Sandy
28.43,58.72,43.9,13,16,11,Maize,Sugarcane,Sandy
28.43,54.4,36.47,14,0,35,Cotton,Wheat,Sandy
28.43,66.03,44.05,14,3,10,Ground Nuts,Millets,Sandy
28.43,60.42,24.64,17,3,21,Oil seeds,Tobacco,Sandy
28.43675531,49.50521277,47.9693617,21,0,20,Maize,Millets,Sandy
28.44,52.58,36.69,6,18,21,Paddy,Barley,Sandy
28.44,56.96,55.12,10,0,6,Millets,Paddy,Sandy
28.44,46.2,34.75,15,3,15,Cotton,Millets,Sandy
28.44,52.45,34.64,22,0,26,Millets,Millets,Sandy
28.44,55.23,33.64,24,0,17,Barley,Ground Nuts,Sandy
28.44,69.02,25.51,37,0,0,Ground Nuts,Paddy,Sandy
28.44,55.65,65.23,38,2,0,Millets,Pulses,Sandy
28.44176939,51.41785516,58.08664764,11,1,37,Cotton,Tobacco,Sandy
28.45,62.42,52.98,17,0,37,Ground Nuts,Ground Nuts,Sandy
28.45,55.92,48.02,18,2,19,Ground Nuts,Cotton,Sandy
28.46,63.35,51.28,12,2,31,Paddy,Maize,Sandy
28.46,54.38,40.69,22,0,25,Cotton,Cotton,Sandy
28.46,53.05,34.92,26,3,27,Barley,Pulses,Sandy
28.46,47.43,43.66,34,0,0,Barley,Maize,Sandy
28.46,59.53,22.83,40,4,0,Millets,Oil seeds,Sandy
28.47,63.69,51.32,8,0,8,Barley,Cotton,Sandy
28.47,43.34,160.71,9,144,6,Oil seeds,Ground Nuts,Sandy
28.47,53.91,38.25,42,1,3,Millets,Tobacco,Sandy
28.47256406,49.18817011,32.09825694,24,2,25,Barley,Cotton,Sandy
28.48,49.43,44.67,3,0,14,Ground Nuts,Barley,Sandy
28.48,54.42,23.99,8,4,27,Maize,Maize,Sandy
28.48,55.48,25.55,23,0,23,Barley,Maize,Sandy
28.48,53.77,70,38,2,3,Maize,Ground Nuts,Sandy
28.48,69.99,27.05,40,0,0,Oil seeds,Tobacco,Sandy
28.48,60.34,33.57,43,0,3,Millets,Millets,Sandy
28.48,69.72,42.47,44,0,2,Maize,Millets,Sandy
28.4893657,58.713436,44.99672601,34,1,0,Cotton,Tobacco,Sandy
28.49,56.61,36.96,6,0,12,Paddy,Barley,Sandy
28.49,50.95,61.26,10,0,33,Cotton,Oil seeds,Sandy
28.49,62.9,43.12,11,0,37,Cotton,Paddy,Sandy
28.49,50.47,70,11,12,30,Cotton,Sugarcane,Sandy
28.49,66.42,33.78,28,0,13,Oil seeds,Cotton,Sandy
28.49,61.78,47.46,35,0,0,Cotton,Maize,Sandy
28.49097066,54.2474041,28.09970367,26,0,18,Ground Nuts,Tobacco,Sandy
28.5,54.54,57.79,9,10,32,Paddy,Tobacco,Sandy
28.5,60.14,60.87,10,5,28,Barley,Tobacco,Sandy
28.5,65.5,63.01,14,0,36,Paddy,Oil seeds,Sandy
28.5,65.02,37.98,18,0,38,Cotton,Tobacco,Sandy
28.51,48.44,45.73,12,1,33,Paddy,Cotton,Sandy
28.51,55.93,40.33,17,0,27,Maize,Cotton,Sandy
28.51,55.73,42.73,34,0,0,Paddy,Millets,Sandy
28.51,44.09,232.71,36,216,0,Barley,Ground Nuts,Sandy
28.52,72.19,59.12,5,12,33,Cotton,Tobacco,Sandy
28.52,53.93,37.44,12,0,35,Cotton,Oil seeds,Sandy
28.52,63.14,37.44,33,2,0,Paddy,Paddy,Sandy
28.52,47.06,36.31,35,0,0,Ground Nuts,Oil seeds,Sandy
28.52,52.04,64.54,35,4,0,Paddy,Paddy,Sandy
28.52,53.09,38.5,46,3,0,Barley,Oil seeds,Sandy
28.53,50.93,32.94,8,12,14,Paddy,Cotton,Sandy
28.53,59.01,60.57,8,0,40,Millets,Ground Nuts,Sandy
28.53,50.22,28.54,12,0,12,Millets,Sugarcane,Sandy
28.53,48.81,31.53,13,7,13,Paddy,Tobacco,Sandy
28.53,57.4,65.78,13,0,6,Ground Nuts,Wheat,Sandy
28.53,62.54,61.11,15,2,36,Cotton,Maize,Sandy
28.53,56.5,53.26,21,0,23,Millets,Tobacco,Sandy
28.53,58.99,66.34,32,4,0,Cotton,Millets,Sandy
28.53,50.65,49.69,36,0,0,Maize,Millets,Sandy
28.54,44.95,44.12,3,20,14,Millets,Pulses,Sandy
28.54,63.37,52.98,3,12,27,Ground Nuts,Sugarcane,Sandy
28.54,52.41,56.61,9,13,29,Ground Nuts,Maize,Sandy
28.54,60.27,31.15,14,1,37,Paddy,Paddy,Sandy
28.54,61.73,53.85,14,0,5,Barley,Sugarcane,Sandy
28.54,58.89,24.6,16,0,41,Maize,Wheat,Sandy
28.54,55.75,38.08,25,4,18,Barley,Sugarcane,Sandy
28.54,49.45,46.17,31,0,0,Barley,Millets,Sandy
28.55,54.27,52.97,8,14,26,Millets,Cotton,Sandy
28.55,67.66,35.99,12,3,39,Maize,Pulses,Sandy
28.55,52.81,50.01,13,3,40,Millets,Oil seeds,Sandy
28.55,50.4,41.51,23,0,28,Millets,Millets,Sandy
28.55,50.92,36.81,24,4,22,Ground Nuts,Oil seeds,Sandy
28.55,51.94,70,31,3,3,Cotton,Millets,Sandy
28.55,43.74,207.71,36,191,0,Maize,Barley,Sandy
28.56,43.97,222.71,10,206,8,Ground Nuts,Tobacco,Sandy
28.56,63.57,40.1,22,2,25,Barley,Oil seeds,Sandy
28.56,61.95,35.05,26,0,21,Barley,Sugarcane,Sandy
28.56,69.25,43.73,34,0,3,Maize,Barley,Sandy
28.56,50.73,40.11,40,0,0,Oil seeds,Ground Nuts,Sandy
28.57,50.92,24.51,7,10,25,Maize,Ground Nuts,Sandy
28.57,68.99,26.74,14,1,38,Ground Nuts,Cotton,Sandy
28.57,59.47,45.47,14,0,42,Oil seeds,Paddy,Sandy
28.57,63.78,31.25,17,0,39,Paddy,Paddy,Sandy
28.57,50.93,44.78,32,0,0,Maize,Maize,Sandy
28.58,50.54,54.24,8,7,26,Cotton,Cotton,Sandy
28.58,71.66,46.04,10,12,9,Barley,Oil seeds,Sandy
28.58,62.64,30.24,13,1,14,Paddy,Cotton,Sandy
28.58,61.21,35.39,17,3,10,Paddy,Wheat,Sandy
28.58,56.91,45.99,17,0,12,Ground Nuts,Barley,Sandy
28.58,41.09,53.71,21,37,22,Ground Nuts,Tobacco,Sandy
28.58,65.43,55.68,22,0,21,Paddy,Sugarcane,Sandy
28.58,59.41,34.2,34,0,0,Millets,Sugarcane,Sandy
28.58,67.94,28.77,37,0,0,Paddy,Ground Nuts,Sandy
28.58656015,67.82972585,22.34118446,8,8,27,Barley,Barley,Sandy
28.59,64.2,42.62,5,16,9,Barley,Ground Nuts,Sandy
28.59,68.53,38.94,10,4,38,Oil seeds,Maize,Sandy
28.59,68.77,43.37,26,2,21,Barley,Pulses,Sandy
28.59,69.18,24.11,34,3,0,Maize,Ground Nuts,Sandy
28.6,61.06,46.54,1,20,15,Paddy,Ground Nuts,Sandy
28.6,45.82,36.28,18,0,21,Maize,Oil seeds,Sandy
28.6,56.17,57.59,35,0,4,Paddy,Ground Nuts,Sandy
28.60013935,50.69610771,24.33346954,7,10,25,Ground Nuts,Ground Nuts,Sandy
28.609464,68.90489238,27.36770914,37,0,0,Ground Nuts,Paddy,Sandy
28.61,67.47,32.42,3,4,27,Ground Nuts,Cotton,Sandy
28.61,53.73,50.17,5,6,29,Oil seeds,Millets,Sandy
28.61,62.22,41.53,8,13,18,Paddy,Ground Nuts,Sandy
28.61,62.22,41.53,8,13,18,Paddy,Ground Nuts,Sandy
28.61,62.22,41.53,8,13,18,Paddy,Ground Nuts,Sandy
28.61,46.05,42.05,11,16,20,Millets,Oil seeds,Sandy
28.61,55.85,32.75,12,15,15,Barley,Oil seeds,Sandy
28.61,63.87,29.29,17,3,9,Oil seeds,Cotton,Sandy
28.61,59.13,22.9,37,0,1,Barley,Sugarcane,Sandy
28.62,45.89,61.45,9,2,7,Paddy,Cotton,Sandy
28.62,46.23,66.04,10,0,12,Oil seeds,Millets,Sandy
28.62,60.33,42.04,12,0,12,Maize,Wheat,Sandy
28.62,47.01,27.51,19,18,12,Ground Nuts,Sugarcane,Sandy
28.62,54.16,37.37,19,0,19,Ground Nuts,Sugarcane,Sandy
28.62,51.24,41.5,26,0,15,Millets,Paddy,Sandy
28.62,51.19,33.7,37,0,0,Cotton,Maize,Sandy
28.63,55.59,41.33,9,0,42,Barley,Pulses,Sandy
28.63,54.93,54.17,13,0,18,Barley,Oil seeds,Sandy
28.63,50.27,50.74,20,2,23,Oil seeds,Wheat,Sandy
28.63,52.84,34.25,21,4,18,Cotton,Maize,Sandy
28.63,63.42,48.86,21,0,18,Barley,Wheat,Sandy
28.63,44.44,278.71,22,262,16,Barley,Wheat,Sandy
28.63,51.26,41.71,25,4,18,Millets,Maize,Sandy
28.63,59.57,61.32,35,0,4,Maize,Tobacco,Sandy
28.63,48.69,39.09,40,0,1,Maize,Sugarcane,Sandy
28.63748342,55.01544288,62.94911801,6,7,30,Ground Nuts,Pulses,Sandy
28.64,46.68,31.48,11,0,15,Oil seeds,Tobacco,Sandy
28.64,69.09,42.89,28,2,17,Cotton,Cotton,Sandy
28.64168342,70.9013689,42.16049337,18,0,26,Ground Nuts,Barley,Sandy
28.65,55.95,65.2,5,0,8,Ground Nuts,Wheat,Sandy
28.65,49.45,27.65,6,6,32,Ground Nuts,Ground Nuts,Sandy
28.65,59.24,40.45,10,13,22,Millets,Barley,Sandy
28.65,49.55,30.12,19,11,6,Paddy,Cotton,Sandy
28.65,63.42,42.26,21,1,17,Barley,Wheat,Sandy
28.65,62.64,41.6,30,0,1,Oil seeds,Pulses,Sandy
28.65,59.53,29.64,32,0,0,Cotton,Millets,Sandy
28.65,60.71,44.52,39,0,1,Cotton,Pulses,Sandy
28.65815498,50.89576964,56.03431663,9,3,35,Maize,Cotton,Sandy
28.66,41.97,74.71,8,58,19,Cotton,Barley,Sandy
28.66,64.42,38.34,13,15,11,Millets,Oil seeds,Sandy
28.66,50.21,39.99,13,0,43,Barley,Barley,Sandy
28.66,55.38,60.99,13,0,11,Ground Nuts,Cotton,Sandy
28.66,59.28,48.06,16,11,11,Oil seeds,Maize,Sandy
28.66,47.45,44.04,36,0,4,Maize,Wheat,Sandy
28.66,56.26,39.29,37,0,1,Oil seeds,Sugarcane,Sandy
28.66,62.69,52.78,45,0,0,Oil seeds,Tobacco,Sandy
28.66,62.69,52.78,45,0,0,Oil seeds,Tobacco,Sandy
28.67,55.3,38.91,6,20,14,Barley,Ground Nuts,Sandy
28.67,71.7,49.84,11,11,9,Cotton,Tobacco,Sandy
28.67,55.39,64.88,14,3,35,Ground Nuts,Oil seeds,Sandy
28.67,53.83,22.9,15,0,39,Barley,Tobacco,Sandy
28.67,68.13,40.26,23,3,20,Millets,Maize,Sandy
28.67,61.38,48.54,24,0,24,Cotton,Maize,Sandy
28.67,57.85,35.03,25,0,15,Paddy,Sugarcane,Sandy
28.67,58.79,59,35,0,4,Barley,Pulses,Sandy
28.67,59.49,43.85,38,1,1,Millets,Pulses,Sandy
28.67,46.65,41.01,39,0,0,Paddy,Maize,Sandy
28.68,48.05,70,4,0,10,Barley,Sugarcane,Sandy
28.68,67.29,22.56,7,0,37,Maize,Cotton,Sandy
28.68,58.87,64.36,8,16,12,Cotton,Barley,Sandy
28.68,54.9,52.05,11,4,6,Maize,Ground Nuts,Sandy
28.68,59.59,30.67,17,12,14,Barley,Oil seeds,Sandy
28.68,68.2,43.9,21,0,28,Oil seeds,Cotton,Sandy
28.68,61.24,31.87,23,0,21,Millets,Tobacco,Sandy
28.68928017,64.52976105,32.02106108,17,0,38,Oil seeds,Paddy,Sandy
28.69,51.59,39.81,5,16,17,Ground Nuts,Barley,Sandy
28.69,65.85,51.02,11,6,19,Maize,Barley,Sandy
28.69,53,41.72,16,0,9,Cotton,Pulses,Sandy
28.69,43.52,183.71,24,167,16,Barley,Paddy,Sandy
28.69,57.93,30.03,32,1,2,Ground Nuts,Sugarcane,Sandy
28.69084919,58.80033679,63.93402658,8,16,12,Cotton,Barley,Sandy
28.7,59.26,46.42,11,2,39,Paddy,Pulses,Sandy
28.7,50.97,22.32,19,18,14,Paddy,Maize,Sandy
28.7,53.21,40.31,26,0,14,Cotton,Ground Nuts,Sandy
28.7,54.12,34.2,27,0,23,Oil seeds,Oil seeds,Sandy
28.71,64.1,44.78,8,0,11,Cotton,Maize,Sandy
28.71,45.53,37.59,26,0,22,Maize,Barley,Sandy
28.71,56.73,35.54,39,0,0,Maize,Tobacco,Sandy
28.71,61.58,39.06,39,3,0,Paddy,Maize,Sandy
28.71,50.83,38.48,41,0,0,Oil seeds,Oil seeds,Sandy
28.72,54.05,46.87,6,13,26,Ground Nuts,Wheat,Sandy
28.72,58.94,59.53,13,15,13,Millets,Ground Nuts,Sandy
28.72,60.25,48.31,17,12,15,Barley,Wheat,Sandy
28.72,42.07,79.71,35,63,1,Maize,Maize,Sandy
28.72,55.54,27.69,39,0,3,Millets,Sugarcane,Sandy
28.72,45.24,39.24,43,0,0,Maize,Wheat,Sandy
28.72773376,66.10726108,60.12963858,17,0,35,Oil seeds,Cotton,Sandy
28.73,61.1,60.49,8,11,11,Ground Nuts,Oil seeds,Sandy
28.73,63.67,33.14,10,0,13,Ground Nuts,Paddy,Sandy
28.73,62.78,46.34,40,0,2,Cotton,Millets,Sandy
28.73368301,55.3831639,70,13,2,30,Millets,Pulses,Sandy
28.74,51.47,58.63,9,11,35,Millets,Maize,Sandy
28.74,60.87,37.06,10,16,19,Ground Nuts,Maize,Sandy
28.74,54.8,58.08,12,0,7,Cotton,Millets,Sandy
28.74,48.61,35.72,14,3,37,Cotton,Tobacco,Sandy
28.74,56.8,54.07,15,0,35,Oil seeds,Cotton,Sandy
28.74,56.8,54.07,15,0,35,Oil seeds,Cotton,Sandy
28.74,56.8,54.07,15,0,35,Oil seeds,Cotton,Sandy
28.74,50.71,37.75,18,1,19,Maize,Tobacco,Sandy
28.74,44.89,43.99,18,1,22,Cotton,Cotton,Sandy
28.74,67.46,41.86,20,0,17,Barley,Tobacco,Sandy
28.74,45.6,40.97,22,3,19,Cotton,Maize,Sandy
28.74,59.78,62.23,32,0,0,Oil seeds,Wheat,Sandy
28.75,45.15,32.3,4,14,15,Maize,Sugarcane,Sandy
28.75,58.24,64.26,5,6,35,Oil seeds,Cotton,Sandy
28.75,56.3,63.61,6,16,12,Paddy,Millets,Sandy
28.75,60.69,32.81,7,8,34,Millets,Barley,Sandy
28.75,65.49,48.78,15,0,38,Millets,Millets,Sandy
28.75,65.85,40.56,20,0,13,Barley,Ground Nuts,Sandy
28.75254096,65.12261188,34.33028937,10,3,40,Ground Nuts,Pulses,Sandy
28.76,47.19,42.6,13,6,15,Maize,Cotton,Sandy
28.76,54.72,37.74,14,1,16,Oil seeds,Wheat,Sandy
28.76,40.17,64.52,14,11,15,Maize,Millets,Sandy
28.76,50.29,26.63,15,0,13,Paddy,Ground Nuts,Sandy
28.76,50.58,38.28,35,3,1,Ground Nuts,Oil seeds,Sandy
28.76,53.09,41.85,37,0,0,Cotton,Cotton,Sandy
28.76,55.72,49.49,37,0,2,Barley,Millets,Sandy
28.77,55.31,61.58,7,0,11,Ground Nuts,Tobacco,Sandy
28.77,46.44,53.68,21,0,18,Cotton,Maize,Sandy
28.77,60.04,35.99,32,2,4,Maize,Maize,Sandy
28.77,51.58,35.29,33,0,0,Paddy,Pulses,Sandy
28.77,63.48,49.52,37,0,0,Oil seeds,Barley,Sandy
28.78,45.77,50.49,5,8,31,Ground Nuts,Ground Nuts,Sandy
28.78,65.76,64.46,9,11,34,Barley,Ground Nuts,Sandy
28.78,66.87,49.42,10,0,40,Barley,Millets,Sandy
28.78,45.41,33.28,12,3,29,Ground Nuts,Millets,Sandy
28.78,59.46,29.35,16,16,18,Millets,Oil seeds,Sandy
28.78,47.92,40.88,16,12,14,Millets,Pulses,Sandy
28.78,60.98,46.86,18,1,13,Maize,Millets,Sandy
28.78,46.7,36.68,21,3,22,Millets,Tobacco,Sandy
28.78,57.35,64.43,31,3,0,Maize,Oil seeds,Sandy
28.79,64.17,68.25,7,14,26,Maize,Tobacco,Sandy
28.79,52.18,55.68,14,0,12,Barley,Millets,Sandy
28.79,73.96,35.13,16,3,42,Oil seeds,Wheat,Sandy
28.79,61.59,40.95,16,6,14,Oil seeds,Millets,Sandy
28.79,68.18,47.81,23,2,23,Millets,Oil seeds,Sandy
28.79,50.73,37.84,30,1,2,Barley,Ground Nuts,Sandy
28.79,48.06,37.93,36,0,3,Millets,Wheat,Sandy
28.79,61.44,38.2,45,3,4,Oil seeds,Oil seeds,Sandy
28.79,61.44,38.2,45,3,4,Oil seeds,Oil seeds,Sandy
28.7921273,54.25142561,51.49143672,19,0,24,Maize,Barley,Sandy
28.8,55.76,35.61,9,0,35,Maize,Ground Nuts,Sandy
28.8,49.98,58.83,14,10,17,Maize,Sugarcane,Sandy
28.8,52.94,23.76,36,0,0,Maize,Oil seeds,Sandy
28.80007719,58.61896862,44.2803395,24,3,18,Ground Nuts,Millets,Sandy
28.81,49.93,33.75,34,1,0,Ground Nuts,Tobacco,Sandy
28.81,54.94,41.6,42,0,0,Paddy,Barley,Sandy
28.82,53.07,33.55,2,23,13,Maize,Barley,Sandy
28.82,61.83,41.27,8,5,27,Cotton,Tobacco,Sandy
28.82,62.02,40.63,11,9,29,Cotton,Maize,Sandy
28.82,49.32,54.64,14,1,39,Barley,Paddy,Sandy
28.82,61.5,42.75,18,1,11,Oil seeds,Ground Nuts,Sandy
28.82,53.22,38.74,26,1,17,Oil seeds,Ground Nuts,Sandy
28.82,48.22,36.64,34,3,0,Paddy,Tobacco,Sandy
28.83,59.74,35.13,1,14,14,Paddy,Ground Nuts,Sandy
28.83,56.35,43.69,13,0,9,Millets,Barley,Sandy
28.83,59.28,49.24,33,0,0,Cotton,Ground Nuts,Sandy
28.83,64.74,44.66,39,0,0,Millets,Sugarcane,Sandy
28.83,48.57,66.71,40,4,0,Millets,Tobacco,Sandy
28.83832577,56.84414714,51.53654774,14,0,6,Paddy,Oil seeds,Sandy
28.84,67.18,30.09,8,0,18,Maize,Maize,Sandy
28.84,58.91,33.06,8,9,28,Ground Nuts,Millets,Sandy
28.84,58.91,33.06,8,9,28,Ground Nuts,Millets,Sandy
28.84,58.91,33.06,8,9,28,Ground Nuts,Millets,Sandy
28.84,63.97,65.22,8,11,27,Ground Nuts,Millets,Sandy
28.84,59.87,28.08,12,0,33,Oil seeds,Oil seeds,Sandy
28.84,56.24,54.54,39,4,3,Oil seeds,Maize,Sandy
28.84498768,54.2761255,58.2756523,8,10,32,Oil seeds,Tobacco,Sandy
28.85,58.79,66.37,10,12,30,Barley,Cotton,Sandy
28.85,58.66,43.76,18,0,14,Millets,Barley,Sandy
28.85,45.37,49.17,20,0,15,Millets,Cotton,Sandy
28.85,45.97,49.62,24,0,24,Paddy,Wheat,Sandy
28.85,63.24,39.74,27,0,19,Millets,Oil seeds,Sandy
28.85,45.61,27.28,39,2,2,Oil seeds,Millets,Sandy
28.86,61.44,55.03,12,14,18,Maize,Sugarcane,Sandy
28.86,52.28,28.12,13,0,40,Barley,Wheat,Sandy
28.86,54.81,57.96,18,0,39,Ground Nuts,Millets,Sandy
28.86,59.22,44.4,24,0,22,Millets,Tobacco,Sandy
